tam,burn_rate,requested_amount,milestone_count,team_experience,industry,prev_funding,is_successful
306170711,3484,80132,7,4,SaaS,0,0
10246766,15415,477865,4,3,DeFi,0,0
28305464,2883,31713,6,1,SaaS,0,0
312596,3822,49686,5,9,Infrastructure,0,1
97479406,37821,453852,5,6,AI,0,0
40852666,1327,37156,1,2,AI,0,0
256213091,19013,190130,3,6,Infrastructure,0,0
3413093,8606,68848,7,4,Infrastructure,0,0
288781331,4591,41319,1,7,Infrastructure,0,0
250754938,9820,108020,3,3,DeFi,0,0
4302210,2887,69288,2,7,AI,0,0
21986802,5213,135538,4,4,Gaming,1,0
6279118,5598,44784,7,5,AI,0,0
2916724,18174,290784,3,3,SaaS,0,0
20392080,5154,180390,5,6,DeFi,0,0
22151454,8132,260224,6,5,Gaming,0,0
78333656,3334,63346,7,4,Gaming,0,0
2246392,2306,69180,4,2,DeFi,0,0
244120,8763,254127,7,2,DeFi,1,0
24439529,3923,43153,4,6,SaaS,0,0
13687262,13357,373996,2,7,AI,0,0
4966310,6097,115843,3,4,Infrastructure,0,0
16846458,3017,81459,3,0,SaaS,1,0
2601901537,12351,74106,3,2,Gaming,0,0
1981601,2278,43282,7,5,SaaS,0,0
159638824,4150,124500,1,0,Infrastructure,0,0
1287440763,8873,221825,3,5,Gaming,1,0
42686581,3789,64413,5,0,Infrastructure,0,0
13482634,8649,285417,1,8,Gaming,0,0
147396399,6049,96784,7,3,SaaS,0,0
40891716,11314,192338,6,2,DeFi,0,0
2390293,14036,308792,7,3,Gaming,1,0
58123035,8802,184842,7,1,AI,0,0
478625,24124,482480,7,5,AI,0,0
11369084,7298,58384,6,3,Infrastructure,1,0
140762667,172310,2756960,5,4,AI,0,1
3885294,28998,927936,7,3,Infrastructure,0,0
14493000,21611,172888,3,3,DeFi,0,0
29090070,10460,156900,3,3,DeFi,0,0
52790257,2241,49302,7,4,DeFi,1,0
332111,4510,31570,6,7,SaaS,0,0
90634932,10082,312542,3,5,Infrastructure,1,0
6767808,8625,284625,7,2,DeFi,0,0
383394,4149,124470,5,1,AI,0,0
7432941,17647,564704,6,5,Infrastructure,0,0
14943377,2538,45684,7,5,AI,0,1
33104035,30982,309820,5,4,AI,0,0
11667029,3514,73794,5,2,SaaS,0,0
4222653,16208,162080,3,6,Infrastructure,1,0
544863,8038,72342,1,12,AI,0,0
28162763,35083,1052490,3,0,Gaming,1,0
54237902,10533,273858,1,4,DeFi,0,0
3042962,5801,121821,4,4,DeFi,1,1
27973942,4914,171990,6,4,AI,0,0
12288334,2086,54236,4,6,DeFi,0,0
10578866,6616,59544,1,10,SaaS,0,0
198636,2466,44388,2,4,SaaS,0,0
15761,62360,1746080,3,3,SaaS,0,0
103074594,11648,104832,4,6,SaaS,0,0
1093788,5989,143736,2,11,SaaS,0,1
1420172,1089,33759,2,4,SaaS,1,0
20712241,4794,143820,3,8,SaaS,1,0
1335908,13794,372438,7,0,DeFi,0,0
1062111,6935,117895,7,5,AI,0,1
15169726,1810,32580,5,4,Infrastructure,0,0
18788910387,12006,324162,5,8,Gaming,0,1
32404227,903,25284,5,8,AI,0,0
89259275,52962,953316,3,2,Gaming,0,0
414867886,5325,138450,5,5,AI,1,0
3504315,6373,191190,6,6,SaaS,1,0
9651299,4258,110708,7,1,SaaS,0,0
45628585,11267,315476,4,4,AI,1,0
12314389,7690,223010,6,3,Gaming,0,0
17159102,62731,1066427,7,2,Gaming,0,0
1218608,69806,1465926,1,3,DeFi,1,1
41813589,4662,74592,5,3,AI,1,1
3525970,2363,51986,2,4,Infrastructure,1,0
2894842,3906,31248,4,4,DeFi,0,0
6444415,19666,432652,4,9,Infrastructure,0,1
16741727,3235,29115,6,6,SaaS,1,1
44977131,7235,217050,7,7,Infrastructure,1,0
241876,9661,154576,5,1,SaaS,0,0
453606,4395,61530,7,4,Infrastructure,0,0
15332465,3824,38240,5,6,Infrastructure,1,0
85402181,12967,103736,3,4,AI,1,0
10120402,4690,154770,3,1,SaaS,1,0
1104948,9901,188119,4,0,Gaming,0,0
228232482,1019,19361,6,6,DeFi,0,1
6886495,6115,183450,5,0,Gaming,0,0
935835,6770,60930,4,5,Infrastructure,0,0
93892830,5655,45240,7,3,Infrastructure,0,0
4169120,14034,168408,5,6,Infrastructure,1,1
10943667,36300,1125300,6,6,AI,0,0
5785583,26463,476334,2,8,Infrastructure,0,1
24363540,33562,369182,1,7,Infrastructure,0,0
8643919,4507,31549,2,4,SaaS,0,0
11592723,9444,103884,2,2,SaaS,1,0
2427513,5695,170850,2,8,Gaming,0,0
3999260,7496,157416,5,3,AI,1,1
49910486,1784,16056,6,6,SaaS,1,0
4947014326,7331,51317,3,4,AI,0,0
1071620,12134,72804,2,8,AI,1,1
65947,11246,348626,3,5,DeFi,1,0
40561382,3041,24328,4,2,Gaming,1,0
25240966,11818,189088,4,5,SaaS,0,1
4680706,12992,402752,5,5,SaaS,0,0
4962850,3030,66660,3,3,AI,0,0
11136973,33265,1064480,6,6,SaaS,0,0
17691602,3720,26040,5,2,SaaS,1,0
536725254,1234,41956,1,5,Infrastructure,1,1
2823806,35737,893425,3,8,SaaS,1,1
168077125,8528,51168,3,4,AI,0,0
33401435,9574,277646,1,8,Gaming,0,0
3090560,4585,82530,7,2,Infrastructure,0,0
106325930,20969,587132,5,7,AI,0,0
5095722,3473,72933,4,1,SaaS,0,0
398705,11757,340953,5,4,Infrastructure,0,0
77637218,25812,387180,3,9,AI,0,1
27357483,19005,114030,1,3,DeFi,0,0
6339827,1710,11970,1,2,Infrastructure,1,0
2166959,5049,156519,6,8,DeFi,0,0
20204675,647,9705,6,0,SaaS,0,0
764656,15492,340824,2,1,Gaming,1,0
332882244,55130,1543640,7,1,AI,0,0
57022347,16124,241860,6,0,Infrastructure,0,0
460359833,9767,97670,7,0,SaaS,0,0
4333874,8974,296142,7,0,Gaming,0,0
58990229,8865,159570,3,2,Gaming,0,0
132264,6783,142443,4,7,AI,0,0
52029342,19062,362178,6,3,AI,1,0
7974414,2546,40736,5,3,SaaS,0,0
20906049,7390,155190,1,0,DeFi,1,1
124016462,31406,471090,2,0,DeFi,0,0
9496049,800,27200,4,3,Gaming,0,0
33135936,9407,301024,7,7,Gaming,0,0
15956594,9099,181980,4,3,DeFi,1,0
9358344,3239,64780,2,1,AI,1,1
7551805,3819,76380,1,3,Gaming,0,0
2823897,55262,552620,7,6,DeFi,0,0
6327283,25764,309168,1,3,DeFi,0,0
73259191,10462,261550,7,3,AI,0,0
1454803,5462,125626,4,2,Gaming,0,0
7618597,985,24625,1,0,AI,0,0
186889308,13457,363339,3,9,DeFi,0,0
2756253,57904,521136,6,6,Gaming,1,0
22774467,6902,193256,6,6,AI,0,0
66469294,1641,37743,1,7,Gaming,1,1
6661572,1668,41700,2,9,Gaming,0,0
23759031,1214,23066,6,7,Infrastructure,0,0
29789988,4233,25398,4,11,DeFi,0,0
1825532,6656,139776,3,5,AI,0,1
11753179,39487,1026662,2,4,AI,0,0
51298489,3291,62529,6,5,Gaming,0,0
192318273,11353,397355,1,1,SaaS,0,0
9631814,108950,2070050,2,9,Gaming,0,0
10487557,1618,46922,6,2,Infrastructure,1,0
61512972,4233,114291,7,1,DeFi,0,0
86899,3237,19422,2,7,Gaming,0,0
3753409,71860,934180,4,9,SaaS,1,1
2811222049,12178,219204,1,1,SaaS,1,1
379410,19937,438614,6,1,Gaming,0,0
378889108,20325,609750,5,8,AI,0,0
538978995,2534,55748,4,0,DeFi,0,0
139796377,4703,47030,7,5,AI,1,0
2246030,19358,116148,6,0,Gaming,0,0
1021991,2209,22090,2,10,Infrastructure,0,0
12901661,8139,65112,4,4,AI,1,0
241720,15201,532035,1,3,SaaS,1,0
374973103,6514,123766,6,2,DeFi,0,0
64648415,9789,215358,3,0,SaaS,1,1
32876601,3517,73857,3,3,AI,0,0
148047,4356,100188,7,5,Infrastructure,0,0
207285461,14759,442770,7,7,Infrastructure,0,0
458558573,9936,208656,1,4,SaaS,0,0
3431072,3321,112914,4,1,Gaming,1,0
14984949,29961,599220,4,2,Gaming,1,1
10166445,6819,122742,5,4,Infrastructure,0,0
81560,17451,383922,7,0,Gaming,1,1
16472082,14647,263646,5,3,Gaming,0,0
2243047,18766,525448,4,5,AI,0,0
7901497,9588,220524,2,0,Gaming,0,0
300439,7582,212296,6,6,DeFi,0,0
6284280,7881,157620,3,6,Gaming,1,1
12853250,6840,191520,3,3,DeFi,1,0
1480453281,28865,461840,7,5,SaaS,0,1
2317841,23326,513172,2,5,Infrastructure,0,1
266464,5015,160480,7,2,DeFi,1,0
406352,5182,77730,1,9,Gaming,0,1
1547869,2698,78242,7,6,DeFi,0,0
234768044,7456,178944,5,4,DeFi,1,0
25338830,2133,74655,5,1,DeFi,0,0
7479704,5292,68796,6,8,SaaS,0,0
354009740,1044,34452,2,2,DeFi,0,0
1018841,20922,251064,4,4,DeFi,0,0
11339800,3537,109647,7,5,SaaS,1,0
260820266,4943,74145,2,5,Gaming,0,1
49886060,1885,20735,2,2,Gaming,0,0
153569,5321,164951,1,5,Infrastructure,0,0
4403215,9372,290532,6,7,SaaS,0,0
4603153,6025,90375,4,7,DeFi,0,0
5064054,6733,74063,1,4,SaaS,0,0
46622,4980,39840,4,5,Infrastructure,0,0
6819771,7940,47640,4,3,Gaming,0,0
978152,15886,190632,5,6,DeFi,0,1
72638637,3825,76500,7,4,SaaS,1,0
3040252,3502,63036,4,6,DeFi,1,1
6782890,1640,52480,7,4,DeFi,0,0
697089,12341,431935,3,6,DeFi,1,0
9862442,1260,37800,2,12,AI,1,1
9288897,1071,19278,4,3,AI,1,0
6038774,14032,463056,3,7,Infrastructure,0,0
4939629,6829,75119,7,7,Infrastructure,0,0
19000718,3939,31512,5,7,SaaS,0,0
8733920,17683,371343,5,5,SaaS,0,0
125316354,2935,96855,3,6,AI,0,0
1279190,7955,262515,6,0,Gaming,1,0
83388031,2982,56658,5,5,Infrastructure,1,1
24444422,717,14340,4,10,Gaming,0,0
22895764,7338,110070,1,2,AI,1,1
100625606,18114,217368,3,3,SaaS,0,0
56671260,15766,457214,5,4,Gaming,0,0
651572,27637,165822,1,6,SaaS,0,0
610524,9203,138045,4,2,DeFi,1,1
15949190,3005,60100,2,2,Gaming,1,1
23759141,8490,186780,5,6,AI,0,0
190880,2788,69700,4,7,DeFi,0,0
268336,4064,44704,1,5,DeFi,0,0
4410646,7747,170434,4,7,AI,0,1
6464677,46412,1206712,2,6,AI,0,0
4241249,11622,209196,7,4,SaaS,0,0
1947652,13943,264917,4,5,DeFi,0,1
11048862,3226,38712,5,4,DeFi,1,1
14737954,11857,82999,4,3,AI,1,0
17460484,4278,59892,2,6,Infrastructure,0,1
4762993,9700,271600,1,7,Gaming,0,0
10247292,38094,495222,4,4,Infrastructure,0,0
5103452,6053,169484,7,5,Gaming,0,0
25359533,12378,284694,4,7,SaaS,0,1
250560,2023,50575,3,5,Infrastructure,0,0
122825,18991,531748,7,11,Infrastructure,0,0
39953043,8177,114478,6,8,Gaming,1,1
952694,4611,133719,3,4,Infrastructure,0,0
2756597,9222,193662,2,3,Infrastructure,0,1
29756635,5323,85168,6,2,AI,0,0
928485,1367,41010,1,4,Gaming,0,0
25413231,7669,61352,5,2,AI,0,0
2497681,1191,38112,2,8,AI,0,0
17435434,8832,132480,6,8,AI,0,1
1781595355,25493,560846,4,8,SaaS,0,1
140347,35996,827908,5,1,Infrastructure,0,0
432371194,36466,1166912,2,9,Infrastructure,0,0
11048784,5314,159420,3,4,DeFi,0,0
31856888,5576,184008,1,7,Infrastructure,0,0
103624,8199,131184,4,3,DeFi,0,0
22808631,4357,130710,2,1,DeFi,0,0
819999,14597,189761,1,0,Gaming,0,0
3252530,26555,318660,5,5,Gaming,1,1
24609079,3796,37960,5,3,Infrastructure,0,0
13787364,5837,198458,6,4,DeFi,0,0
7539057,8888,151096,4,4,Infrastructure,0,0
8375027,12404,124040,4,3,SaaS,0,0
2870105,7375,177000,7,3,SaaS,0,0
471606,6292,50336,6,4,AI,0,0
2145842,21106,612074,7,6,Infrastructure,0,0
71884,45363,1587705,4,2,Infrastructure,1,0
2307735,7533,210924,4,8,SaaS,0,0
2292393,13442,94094,3,12,DeFi,1,0
706720,6757,148654,4,5,AI,0,1
5664587,9521,76168,5,7,SaaS,1,0
2002310,7431,222930,7,5,Gaming,0,0
2010586645,20758,269854,4,2,Infrastructure,1,1
23093229,3295,52720,5,0,Gaming,1,0
1922144,8415,176715,2,3,AI,0,0
3224556,4263,149205,5,2,Gaming,0,0
676048023,4347,86940,7,11,Infrastructure,1,1
4220609,3414,58038,7,6,Gaming,0,0
117423561,4871,136388,5,4,AI,0,0
155822738,4400,83600,3,6,Gaming,0,0
28760085,6051,121020,4,6,SaaS,0,1
1665185,38325,843150,7,8,Gaming,0,1
323448,7800,202800,3,3,SaaS,0,0
23796364,15968,255488,4,9,DeFi,1,1
2222396,8474,118636,7,5,AI,0,1
7675002,9830,334220,2,8,AI,0,0
72309608,4289,90069,4,6,AI,0,0
26638679,7247,57976,1,4,AI,0,0
20454325,12964,337064,3,5,SaaS,0,0
14262736,7529,188225,1,5,Infrastructure,0,0
4036169,2316,62532,6,6,Infrastructure,1,0
680119744,8565,77085,2,3,AI,0,0
18474790,2660,15960,4,4,AI,0,0
7104352,34657,1109024,5,2,Gaming,0,0
2102598178,12807,102456,3,2,Infrastructure,0,0
47981754,8264,66112,4,3,AI,1,0
2830061,27209,734643,5,3,Infrastructure,0,0
3464284,12803,307272,7,8,SaaS,0,1
20304897,32589,977670,5,1,Infrastructure,0,0
6041961,21986,131916,3,7,DeFi,0,0
9280961,3063,82701,5,6,SaaS,0,0
24888449,60939,365634,6,0,DeFi,0,0
1078929,3745,59920,7,6,SaaS,1,1
8359198,17527,210324,5,3,Infrastructure,0,0
4971549,3118,96658,7,3,Gaming,0,0
4983334,4825,164050,2,4,DeFi,1,0
71616366,81570,815700,1,4,Infrastructure,0,0
604524,2440,41480,6,14,Gaming,0,1
5819760,10401,332832,1,1,Gaming,1,0
33711087,16268,211484,7,2,AI,1,0
7026270,2826,62172,1,5,DeFi,0,1
3319360,8112,210912,6,6,AI,0,0
6951527,24106,554438,6,11,AI,1,1
16344363,21737,130422,3,3,DeFi,0,0
310773314,67747,1964663,5,5,AI,0,0
271823837,26743,615089,7,7,SaaS,0,1
8237256,20366,142562,1,2,Infrastructure,1,0
1217472,9542,295802,4,2,Infrastructure,0,0
739696,541,10820,2,7,Infrastructure,0,1
9263929,4429,155015,7,7,AI,0,0
1654892,1414,11312,1,8,SaaS,0,0
2022548,13908,111264,5,4,DeFi,1,0
8707601,5160,61920,7,3,SaaS,0,1
4616074,2510,42670,1,2,Infrastructure,0,0
13161514,22993,597818,2,10,AI,1,0
55659,4091,90002,1,3,Infrastructure,0,0
21191844,3652,94952,6,4,Gaming,0,0
3429894,12549,389019,4,2,Gaming,0,0
4156243,18527,203797,3,10,DeFi,1,0
6144900,6453,187137,2,4,DeFi,0,0
23169753,9728,107008,6,5,Infrastructure,0,0
136868,2504,52584,6,1,Infrastructure,0,0
3068932,13622,395038,4,6,AI,0,0
9597025,19637,176733,3,3,AI,0,0
2716575,2851,91232,6,2,Infrastructure,0,0
1158530,1841,55230,6,5,Infrastructure,1,0
2254727,920,15640,1,2,Infrastructure,0,0
2643459,10930,284180,2,4,DeFi,0,0
145696694,26672,426752,2,4,DeFi,1,1
59737318,10145,263770,5,5,Infrastructure,0,0
4228662,58168,1047024,5,3,Infrastructure,1,1
149992,4223,42230,7,3,DeFi,1,0
3004864,1088,15232,7,5,Infrastructure,0,0
5694122717,12367,358643,3,5,DeFi,0,0
638133,1304,27384,6,4,Gaming,0,0
144166689,59118,2069130,7,8,AI,0,0
103766681,3574,50036,6,4,Infrastructure,1,0
2676772,2883,80724,2,6,SaaS,0,0
4904717,21585,539625,5,2,SaaS,0,0
2314566,9176,128464,1,4,DeFi,0,0
297094,9528,200088,2,8,Infrastructure,1,1
14139597,14686,176232,4,14,Gaming,0,1
1398601,8740,235980,3,9,Infrastructure,1,1
7716889,5433,108660,5,7,Gaming,0,0
17505642,33473,1004190,2,8,Infrastructure,1,0
810519,2701,16206,1,3,AI,0,0
16601773,19720,236640,2,2,Infrastructure,0,0
17755843,12139,84973,1,8,Gaming,0,0
263694868,13943,306746,3,9,DeFi,0,1
4082217,33365,700665,7,7,AI,1,1
14714848,11721,398514,7,8,Infrastructure,0,0
8566351,845,14365,3,0,SaaS,1,0
33798717,10160,355600,2,9,SaaS,0,0
857917,5335,181390,3,4,SaaS,1,0
2984191,1741,48748,7,2,AI,1,0
17804167,22934,344010,7,3,Gaming,0,0
11608616,21846,152922,2,5,DeFi,1,0
12194419,8948,143168,1,4,Infrastructure,0,0
73306489,33261,631959,6,4,DeFi,0,0
22173172,9062,217488,7,6,Infrastructure,0,1
35292384,29043,319473,3,9,DeFi,0,0
31781790,25043,776333,6,6,SaaS,1,0
2866859,24649,320437,3,1,SaaS,0,0
1552460,4515,58695,4,6,SaaS,0,1
1610035,13978,321494,2,2,Infrastructure,0,0
3445319,1428,21420,4,4,SaaS,0,0
45044024,10094,161504,5,4,SaaS,0,0
5943623,32435,1102790,2,3,Infrastructure,0,0
69673720,5188,67444,4,7,SaaS,0,1
2200357,3791,79611,7,3,DeFi,1,1
11018358,1602,17622,3,3,Gaming,0,0
9929698,4744,94880,4,4,DeFi,0,0
36424405,5899,58990,4,3,AI,1,0
2726087,4819,120475,2,6,AI,0,0
218684452,18185,563735,2,4,DeFi,1,0
18478174,8318,182996,3,4,Infrastructure,0,1
28648333,7749,247968,2,5,Infrastructure,0,0
37981975,2327,76791,1,2,SaaS,1,0
169648721,2199,48378,7,2,DeFi,0,0
50340,34051,578867,6,2,DeFi,1,1
44253775,73091,2338912,6,8,Infrastructure,1,0
1151141,3572,71440,3,5,AI,0,0
67575493,3195,102240,4,6,SaaS,0,0
81436344,41386,1407124,7,8,Infrastructure,1,0
277389,3647,40117,5,0,SaaS,1,0
7549861,15596,187152,5,1,Infrastructure,1,0
587732,1412,43772,6,7,DeFi,1,0
133519115,2912,43680,7,6,DeFi,0,0
52015682,9371,65597,7,0,DeFi,0,0
1289064,22066,220660,3,6,SaaS,0,0
244454296,58961,1179220,2,2,DeFi,0,0
27337743,18081,632835,4,4,Gaming,0,0
2858393,45992,919840,6,4,AI,0,0
4365165,2782,19474,1,4,SaaS,1,0
649272,4335,130050,5,2,DeFi,0,0
12659616,30719,1075165,4,10,DeFi,1,0
25618268,6663,46641,2,11,DeFi,0,0
19142723,4341,43410,4,6,Gaming,0,0
67477862,10779,247917,6,4,Gaming,0,0
5230375,12324,209508,2,0,Gaming,1,0
8082653,1158,38214,6,2,AI,1,0
67546014,34505,414060,1,4,DeFi,0,0
64107140,7844,188256,5,6,DeFi,0,1
4760359,3935,90505,2,1,DeFi,0,0
2213504,21320,298480,6,10,DeFi,0,1
93747391,3460,121100,2,3,Infrastructure,0,0
2153027,37728,830016,4,7,DeFi,1,1
70801222,4094,32752,3,0,Infrastructure,0,0
331375,24624,615600,5,8,Infrastructure,1,1
11156850,27273,627279,1,7,AI,0,0
8062059,3480,104400,4,2,SaaS,0,0
7254807,15059,286121,7,0,AI,1,1
2291481,27589,662136,1,6,Infrastructure,0,0
10953149,8701,69608,1,0,Gaming,0,0
1091708,6031,144744,7,8,DeFi,0,0
186507478,11136,378624,1,4,Gaming,0,0
17689313,4743,56916,1,5,DeFi,0,1
62988995,5104,137808,6,3,Infrastructure,1,0
259841,6664,113288,1,2,AI,1,0
65922667,4184,125520,1,4,DeFi,0,0
1190985,1494,50796,7,2,Infrastructure,0,0
350485021,15832,110824,7,5,DeFi,0,0
475071,9427,273383,2,7,SaaS,0,0
1115353,5168,87856,5,10,DeFi,1,1
1845896,7407,214803,2,4,DeFi,0,0
12229654,2650,23850,4,5,Gaming,0,0
1349996,28049,196343,3,3,SaaS,0,0
20076929,13307,226219,3,5,Infrastructure,0,0
4518215,34472,861800,1,5,DeFi,0,0
7172168,8937,268110,7,4,SaaS,0,0
8770045,10411,93699,1,8,Infrastructure,0,0
35378809,3052,85456,5,5,Infrastructure,1,0
6225784,1197,26334,7,3,AI,0,0
12447454,3200,41600,2,10,Infrastructure,0,1
48515239,10218,71526,3,15,SaaS,0,0
9729341,4682,117050,5,3,Infrastructure,0,0
18018618,4416,145728,7,7,Gaming,0,0
77654353,30781,1046554,2,10,SaaS,1,0
558614,25745,386175,1,3,Gaming,0,0
64262929,7899,63192,6,4,Gaming,0,0
12531606,5772,196248,5,8,AI,0,0
3596261,22935,160545,1,2,SaaS,0,0
97175,11866,237320,4,3,DeFi,0,0
3754097,6066,72792,1,11,Gaming,1,1
2585629,10794,107940,3,4,Infrastructure,0,0
4131930,4629,148128,5,12,AI,0,0
4897206,5962,77506,6,0,DeFi,1,0
4210710,1087,17392,4,10,AI,1,1
10564113,6815,88595,1,7,Gaming,1,1
361066,47899,766384,2,7,AI,0,1
4630740,14805,370125,6,6,Infrastructure,0,0
82974575,4610,161350,3,5,AI,0,0
52526874,6364,89096,6,8,Infrastructure,0,0
154035163,9718,223514,5,6,Infrastructure,1,1
69828504,24492,808236,6,7,Gaming,1,0
3694773,20797,311955,6,3,Gaming,1,1
15373052,6533,124127,1,1,AI,0,0
220853879,21453,429060,5,1,Infrastructure,0,0
3588140,7617,258978,1,3,AI,0,0
2431979,4293,120204,2,4,AI,0,0
3532518,14176,340224,6,10,SaaS,0,1
1082310,3845,57675,7,4,AI,0,1
24814310,28711,200977,6,3,Gaming,1,0
2122078,11515,115150,7,4,Infrastructure,1,1
27248596,22393,268716,7,7,SaaS,0,0
718652,10621,329251,2,10,SaaS,0,0
5480069,11605,174075,3,13,DeFi,0,1
6108992,10013,200260,7,6,Gaming,0,1
480884,26692,774068,3,5,Gaming,1,0
69042388,16590,282030,2,4,Infrastructure,1,1
161559556,7639,122224,4,3,SaaS,0,0
1027212,6475,200725,2,4,AI,0,0
8052712,9132,292224,1,4,DeFi,1,0
3077883,9905,287245,2,2,SaaS,1,0
7798363,9516,161772,1,10,DeFi,0,1
6443959,8002,48012,1,11,AI,0,0
2098869,1027,11297,4,0,DeFi,0,0
96466956,5677,85155,2,0,Infrastructure,1,0
49673,4387,96514,3,5,Gaming,1,0
4245831,2471,81543,7,7,AI,0,0
30566089,11085,254955,6,5,DeFi,1,0
553494713,7000,224000,6,3,Infrastructure,0,0
19143734,25564,485716,2,5,DeFi,0,0
28942704,10560,63360,1,6,DeFi,0,0
9964922,3898,62368,4,8,AI,0,0
810702380,3912,86064,5,8,Gaming,0,1
111035471,927,11124,3,3,SaaS,0,0
58395123,5711,114220,6,1,Gaming,0,0
662321,11009,143117,6,0,Infrastructure,0,0
8963174,3100,31000,1,4,AI,1,0
573375,11178,100602,7,7,AI,1,0
12834010,12839,115551,7,3,DeFi,1,0
111847733,6278,81614,4,7,Infrastructure,0,1
1119151,7337,168751,6,6,SaaS,0,1
19758084,3120,49920,3,4,SaaS,0,0
13711075,8539,196397,7,6,SaaS,1,1
29762830,1857,22284,6,7,AI,0,0
19111612,28178,958052,4,4,Gaming,1,0
30848233,10849,97641,2,0,DeFi,0,0
37821122,162743,976458,5,2,SaaS,1,0
125584769,16448,279616,2,3,DeFi,0,0
16893923,16918,575212,2,2,Gaming,0,0
51153364,5942,142608,5,0,SaaS,1,0
3232723,3956,31648,2,8,SaaS,1,0
29906795,12526,75156,3,2,DeFi,1,0
1621220,12609,353052,6,2,Gaming,1,0
4749857,3153,104049,2,7,Gaming,1,0
4794508,15681,203853,6,5,Gaming,0,0
260070,20664,392616,1,3,AI,0,0
153995,39719,595785,4,7,SaaS,0,1
2195648,8836,167884,2,1,SaaS,1,0
7358321,35841,573456,4,6,AI,0,1
10062996,1335,34710,3,3,SaaS,0,0
52707370,10207,265382,6,0,DeFi,0,0
609063,6328,158200,7,5,SaaS,0,0
259550470,2430,51030,1,1,Gaming,0,0
2168562,11530,126830,6,3,Gaming,1,0
2333371,10248,245952,4,4,DeFi,1,1
11285880,12655,151860,4,3,Infrastructure,0,0
10175902,11280,327120,1,9,DeFi,0,0
363277,17415,243810,6,0,SaaS,0,0
339690,9304,186080,1,6,SaaS,0,1
1878274,4987,154597,3,6,Infrastructure,0,0
418330,1418,9926,6,5,Infrastructure,0,0
2295772,4375,70000,6,3,SaaS,1,1
259978184,6875,68750,4,3,Infrastructure,0,0
7377467,10024,180432,1,0,SaaS,1,0
40704227,6188,117572,3,4,Infrastructure,0,0
1821951,9657,241425,6,5,Gaming,1,0
6005238,3125,81250,3,8,Infrastructure,0,0
76041937,27956,251604,4,8,Gaming,0,0
2000095,9621,202041,6,0,SaaS,0,0
2103767,6186,37116,1,6,Gaming,1,0
33457612,2677,88341,1,3,SaaS,0,0
52223624,44935,1527790,1,4,Gaming,0,0
5539799,7288,87456,6,0,DeFi,0,0
25099504,15163,227445,2,2,DeFi,0,0
19065408,43192,907032,2,8,DeFi,0,0
103203985,4415,128035,1,6,AI,0,0
1546903,12154,328158,1,4,Gaming,1,0
68757696,11966,287184,6,7,AI,1,0
5752793,13487,161844,4,0,AI,0,0
119050247,18640,372800,6,3,SaaS,0,0
2070823,12496,299904,5,9,AI,0,1
3351276,5410,97380,5,10,Gaming,1,1
63468159,37161,743220,1,3,Gaming,1,1
5783759,8353,292355,3,11,Gaming,0,0
21145039,16200,178200,1,3,Gaming,0,0
680467,6796,67960,1,11,DeFi,0,0
1373365,12248,85736,1,2,Gaming,0,0
2019257,9039,207897,3,1,AI,0,0
103718972,30181,241448,2,8,Gaming,0,0
70610125,2985,77610,7,3,Gaming,1,0
58444029,4897,151807,7,3,DeFi,0,0
1521811,9806,196120,3,4,Gaming,1,1
374901588,22900,183200,7,6,SaaS,0,0
1402917,14694,102858,1,0,Infrastructure,0,0
310213083,3934,31472,7,7,SaaS,0,0
2968271,30181,573439,5,3,AI,0,0
18522429,12179,401907,4,4,DeFi,0,0
4829037,494,7410,5,6,DeFi,0,1
200972,4159,49908,4,0,AI,1,1
25895543,18688,299008,3,4,SaaS,0,0
20419639,9851,344785,7,10,SaaS,0,0
22412444,21716,238876,4,3,DeFi,0,0
1447745,6360,178080,7,3,DeFi,0,0
188326787,4207,63105,3,8,DeFi,1,1
5044715,37793,226758,1,2,Gaming,0,0
9937528,2819,31009,4,4,Infrastructure,1,0
552437,8581,94391,6,8,DeFi,0,0
27183716,14364,186732,2,2,Infrastructure,0,0
274114832,5179,46611,5,6,Gaming,0,0
66032091,41920,293440,2,4,Gaming,0,0
6601954,7343,168889,5,4,DeFi,0,0
6600364,6443,90202,2,4,DeFi,0,0
259790964,11769,211842,7,8,Gaming,0,1
92081010,14213,326899,7,0,AI,1,0
20763006,1653,11571,2,4,DeFi,0,0
984698978,8935,294855,7,3,Gaming,0,0
3189743,3350,63650,4,5,SaaS,0,1
30146760,13018,325450,6,10,Infrastructure,1,0
412080,13693,383404,5,1,SaaS,0,0
5682416,20273,648736,2,4,SaaS,0,0
83108689,5494,131856,3,4,DeFi,0,0
3841143176,7415,126055,2,0,AI,0,0
4533879,27865,835950,7,10,DeFi,1,0
16380156,9603,134442,3,7,AI,0,1
90959014,5729,68748,1,5,Infrastructure,0,1
1257358,13929,195006,5,8,Gaming,0,1
5827812473,2164,64920,2,4,SaaS,0,0
160302851,3721,59536,4,0,Infrastructure,1,0
126725464,9173,302709,4,7,DeFi,0,0
598141,1938,17442,2,4,Infrastructure,0,0
2812704,16530,181830,2,6,DeFi,1,0
75231386,13563,325512,6,8,AI,1,1
14856982,9690,329460,7,9,AI,0,0
3653079,64184,2246440,5,2,DeFi,0,0
7769276,4977,99540,7,5,Gaming,0,1
2960166,5752,63272,5,3,DeFi,1,0
951870,3534,63612,1,4,SaaS,0,1
